cancion,artista,playlist,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,Lista Rep,liked
Gente De Accionar,Grupo Codiciado,37i9dQZF1DX2shzuwwKw0y,3ZpajXo0KgjHw5WSMMIDfy,0.586,0.823,0,-5.368,0.232,0.224,0.0,0.174,0.79,Corridos Perrones,0
El Jami,Grupo 3030,37i9dQZF1DX2shzuwwKw0y,05DOiyiRvyed2Kd5Z1sV7S,0.798,0.639,5,-6.53,0.0473,0.382,0.0,0.29,0.81,Corridos Perrones,0
Si Fuera Fácil,Grupo Marca Registrada,37i9dQZF1DX2shzuwwKw0y,7Jph6HJbfURt4Fea19IED3,0.794,0.677,10,-9.969,0.0713,0.446,0.0313,0.076,0.611,Corridos Perrones,0
Soy Buen Amigo,El Fantasma,37i9dQZF1DX2shzuwwKw0y,1Z0auW1yEy6Dq9hsRdeIV3,0.699,0.55,10,-4.539,0.0568,0.523,0.0,0.158,0.969,Corridos Perrones,0
El Ruddy,Edgardo Nuñez,37i9dQZF1DX2shzuwwKw0y,0vNtFN67TIMgDokyyuUUwA,0.736,0.593,7,-9.364,0.184,0.117,2.5e-06,0.189,0.785,Corridos Perrones,0
La Escuela No Me Gustó,Adriel Favela,37i9dQZF1DX2shzuwwKw0y,4qArKIA7dnmdushoBlkV94,0.836,0.766,7,-6.229,0.0371,0.323,1.18e-06,0.091,0.844,Corridos Perrones,0
El Chino (En Vivo),Luis R Conriquez,37i9dQZF1DX2shzuwwKw0y,4b148u8CHf38OU1yW5Xf1F,0.657,0.538,0,-5.831,0.124,0.637,0.0,0.104,0.832,Corridos Perrones,0
El Fat Tony,Grupo Los de la O,37i9dQZF1DX2shzuwwKw0y,3viZLBs5sOsNFL9JMfuqZN,0.709,0.805,8,-5.361,0.0495,0.509,0.0,0.167,0.737,Corridos Perrones,0
Andamos Mejor,Los Gemelos De Sinaloa,37i9dQZF1DX2shzuwwKw0y,3K56RPWS4q200IwHiIZcUD,0.855,0.59,9,-8.55,0.0751,0.28,0.0982,0.149,0.283,Corridos Perrones,0
El Güero (Feat. Marca MP),Grupo Firme,37i9dQZF1DX2shzuwwKw0y,2MeEuwplwbbjZ7hxRI6viw,0.625,0.554,10,-5.531,0.0618,0.417,0.0,0.305,0.846,Corridos Perrones,0
Una Raya Más al Tigre,Banda Elemental de Mazatlán Sinaloa,37i9dQZF1DX2shzuwwKw0y,3fzC9A2azykZmtSHuXt0kg,0.877,0.656,9,-3.363,0.0521,0.597,5.78e-05,0.24,0.965,Corridos Perrones,0
Mi Pasado y Mi Presente,Traviezoz de la Zierra,37i9dQZF1DX2shzuwwKw0y,588ROs3NuPqlPSYpIuitKS,0.796,0.555,7,-7.295,0.0583,0.494,0.0,0.317,0.889,Corridos Perrones,0
Híbrido,Virlan Garcia,37i9dQZF1DX2shzuwwKw0y,5iBBLeUl4UfynWgcJWVGsU,0.65,0.542,6,-6.016,0.0434,0.61,0.0,0.15,0.972,Corridos Perrones,0
Belico El Asunto (En Vivo),Codiciado,37i9dQZF1DX2shzuwwKw0y,7kIDShjwKNfhXv1dNfT9ec,0.761,0.477,5,-4.32,0.0514,0.805,0.0,0.163,0.967,Corridos Perrones,0
Backpack,Edicion Especial,37i9dQZF1DX2shzuwwKw0y,4Yrl7HbCo4xgkalAG985RF,0.836,0.788,5,-3.929,0.0422,0.338,8.93e-05,0.0606,0.937,Corridos Perrones,0
A Lo Lejos Me Veran,El de La Guitarra,37i9dQZF1DX2shzuwwKw0y,3VHtIuKm8MvOTo81Usu2f5,0.694,0.414,7,-12.117,0.0401,0.0285,0.00992,0.535,0.941,Corridos Perrones,0
Como Jordan,Junior H,37i9dQZF1DX2shzuwwKw0y,2q7DY7bBua9e9Aygmz8XmB,0.714,0.873,6,-2.39,0.0311,0.028,0.0,0.191,0.628,Corridos Perrones,0
El Karma,Ariel Camacho y Los Plebes Del Rancho,37i9dQZF1DX2shzuwwKw0y,34eVjAbZ5CzAtZIVMDHL1C,0.687,0.484,2,-6.511,0.0325,0.694,7.12e-05,0.0931,0.815,Corridos Perrones,0
Soy El Ratón,Código FN,37i9dQZF1DX2shzuwwKw0y,4NQa7zNbJtY2QvnGpzM8Gz,0.818,0.734,2,-5.644,0.036,0.265,0.0,0.119,0.774,Corridos Perrones,0
El Bélico,El Fantasma,37i9dQZF1DX2shzuwwKw0y,50pkO56KXHoH53sVPRSbZ3,0.707,0.567,10,-4.091,0.0492,0.597,1.28e-06,0.0668,0.964,Corridos Perrones,0
Hablando Claro (En Vivo),Grupo Firme,37i9dQZF1DX2shzuwwKw0y,5hRFjooNvZWb9gdnXjrv2j,0.547,0.715,10,-4.682,0.0489,0.199,0.0,0.11,0.724,Corridos Perrones,0
JGL,La Adictiva Banda San José de Mesillas,37i9dQZF1DX2shzuwwKw0y,5kpxVMDvYGRmNqawPqDTYR,0.702,0.586,8,-5.317,0.118,0.55,0.0,0.27,0.965,Corridos Perrones,0
La Barda,Grupo 360,37i9dQZF1DX2shzuwwKw0y,0pi1spZ3Upm2gXb1OVDq5y,0.841,0.567,7,-6.079,0.34,0.406,0.0,0.0899,0.925,Corridos Perrones,0
300 Locos - En Vivo,Panchito Arredondo,37i9dQZF1DX2shzuwwKw0y,4PjeItnxK4Ht94FFxYoPXf,0.795,0.781,10,-4.654,0.0812,0.296,0.0,0.0966,0.864,Corridos Perrones,0
El Hijo Mayor,Junior H,37i9dQZF1DX2shzuwwKw0y,1RGlfmdvcfatN0ZLOmzanS,0.571,0.567,8,-6.873,0.0994,0.431,0.0,0.129,0.967,Corridos Perrones,0
El Paciente,Alfredo Olivas,37i9dQZF1DX2shzuwwKw0y,2Nk3gXgekore0lfB7PCnub,0.706,0.713,3,-3.609,0.0367,0.319,0.0,0.114,0.973,Corridos Perrones,0
Si Me Ven,Los Gemelos De Sinaloa,37i9dQZF1DX2shzuwwKw0y,5SkLd0qWWqYtv3Ry0dIyIh,0.767,0.666,7,-4.951,0.13,0.427,3.71e-06,0.243,0.532,Corridos Perrones,0
El Fugitivo - En Vivo,Grupo Arriesgado,37i9dQZF1DX2shzuwwKw0y,0qyofIr6dHSb8AcEVnywBY,0.633,0.812,1,-5.874,0.14,0.359,1.76e-06,0.228,0.954,Corridos Perrones,0
En El Radio Un Cochinero,Victor Cibrian,37i9dQZF1DX2shzuwwKw0y,2NWaWZZLFMcr5P4uI2KvWy,0.696,0.623,6,-8.738,0.0438,0.466,8.61e-06,0.0983,0.965,Corridos Perrones,0
Déjenme Hacer Dinero,Edicion Especial,37i9dQZF1DX2shzuwwKw0y,4LdopLerbbhZxY6cBQyRsP,0.776,0.724,2,-6.332,0.0504,0.145,0.0,0.0943,0.634,Corridos Perrones,0
La Mb,Panchito Arredondo,37i9dQZF1DX2shzuwwKw0y,3FfCRdvFfPA93T8zT2dGqV,0.625,0.863,0,-3.862,0.124,0.209,0.0,0.109,0.899,Corridos Perrones,0
Yo Fui El Elegante,Los Nuevos Ilegales,37i9dQZF1DX2shzuwwKw0y,6dJJT9h7FzjenIaa31bw8p,0.785,0.831,9,-4.439,0.193,0.296,0.0,0.176,0.581,Corridos Perrones,0
Hublot,Los Farmerz,37i9dQZF1DX2shzuwwKw0y,5qKsIal7JJZ2bqXHPKdyVb,0.824,0.672,2,-7.679,0.126,0.133,1.97e-06,0.114,0.797,Corridos Perrones,0
Tranquilito,Gerardo Ortiz,37i9dQZF1DX2shzuwwKw0y,2LJRoFOtMGLnSxJqlJuhge,0.858,0.634,0,-4.058,0.0286,0.518,0.0,0.236,0.909,Corridos Perrones,0
Corrido De Juanito,Calibre 50,37i9dQZF1DX2shzuwwKw0y,0ehx1p1HMn7NMKisZaO9oL,0.774,0.603,3,-4.424,0.0409,0.455,0.0,0.0901,0.759,Corridos Perrones,0
Fuera de Servicio - En Vivo,Grupo Firme,37i9dQZF1DX2shzuwwKw0y,03XQEYWR7q7aQUGp43Pwah,0.523,0.677,10,-4.505,0.157,0.475,0.0,0.402,0.654,Corridos Perrones,0
Se Fue La Pantera (En Vivo),Grupo Firme,37i9dQZF1DX2shzuwwKw0y,6Yard5LK4aXEn0kBKtHSob,0.557,0.66,3,-4.467,0.0768,0.118,0.0,0.085,0.907,Corridos Perrones,0
El Baleado,Larry Hernández,37i9dQZF1DX2shzuwwKw0y,75Rim2x8dZP6BDjAaSbfhp,0.776,0.782,1,-3.665,0.0531,0.258,7.77e-06,0.104,0.825,Corridos Perrones,0
Vida Ventajosa,Los Dos Carnales,37i9dQZF1DX2shzuwwKw0y,72kaj3MRKcGnv2dbukJQRA,0.735,0.524,10,-6.656,0.0684,0.535,0.0,0.066,0.813,Corridos Perrones,0
El Belicon,Peso Pluma,37i9dQZF1DX2shzuwwKw0y,15UfWisTMmHsMjkUUEAoAa,0.409,0.713,8,-6.713,0.03,0.434,0.000719,0.206,0.725,Corridos Perrones,0
Javier El De Los Llanos,Calibre 50,37i9dQZF1DX2shzuwwKw0y,7kyK2NSDfRE1612vdYuqIx,0.783,0.658,8,-5.413,0.0434,0.464,0.0,0.265,0.933,Corridos Perrones,0
Yo Soy Rico,Los Dos Carnales,37i9dQZF1DX2shzuwwKw0y,6ueysvoc0nj7piSJXEJGJx,0.54,0.719,8,-3.102,0.166,0.615,0.0,0.0501,0.856,Corridos Perrones,0
Ando Bien Al Tiro,Código FN,37i9dQZF1DX2shzuwwKw0y,4CxU88d7ZT6op81SOYlrOg,0.881,0.811,7,-4.655,0.0726,0.269,0.0,0.108,0.846,Corridos Perrones,0
No Le Aflojo,Los Gemelos De Sinaloa,37i9dQZF1DX2shzuwwKw0y,7ifMxHITc3NIipJO4R5NGb,0.698,0.687,5,-4.115,0.0501,0.195,0.0,0.0829,0.773,Corridos Perrones,0
El Chaman,Aldo Trujillo,37i9dQZF1DX2shzuwwKw0y,3yE8qL9HNfyzAbpqoMnUr8,0.636,0.619,9,-7.742,0.145,0.395,0.0,0.145,0.746,Corridos Perrones,0
Se Amerita,Junior H,37i9dQZF1DX2shzuwwKw0y,3pQYf90V5idOGrXzosm9rt,0.752,0.719,6,-4.399,0.0285,0.264,7.96e-05,0.126,0.544,Corridos Perrones,0
Serafín Zambada,La Receta,37i9dQZF1DX2shzuwwKw0y,2Qh9GkEx3EnFd7v8QzaFjW,0.806,0.892,8,-5.118,0.0757,0.566,0.0,0.11,0.862,Corridos Perrones,0
Rolling One,Lenin Ramírez,37i9dQZF1DX2shzuwwKw0y,40hjNYfeyudUJU3QHGW0t1,0.768,0.773,7,-3.582,0.0325,0.619,2.1e-06,0.213,0.804,Corridos Perrones,0
Brillo,Natanael Cano,37i9dQZF1DX2shzuwwKw0y,5gS11pL9yQcnKrzbmliOwh,0.69,0.762,5,-6.738,0.0329,0.756,0.0,0.319,0.972,Corridos Perrones,0
El Flaquito,Enigma Norteño,37i9dQZF1DX2shzuwwKw0y,5NmlPbM72H4Q1yKwKzIdHY,0.668,0.726,2,-5.206,0.135,0.258,0.0,0.0567,0.86,Corridos Perrones,0
Los Botones Azules,Junior H,37i9dQZF1DX2shzuwwKw0y,3ZGkdrigbWXLgHungXfZkt,0.784,0.737,5,-2.174,0.0758,0.0877,0.0,0.1,0.623,Corridos Perrones,0
El Vago De Los Nike,Tito Torbellino Jr,37i9dQZF1DX2shzuwwKw0y,3MdhvQ8BprBhd4lYlgtPt2,0.762,0.627,7,-7.142,0.0557,0.165,3.35e-06,0.289,0.668,Corridos Perrones,0
Mi Porvenir,Victor Cibrian,37i9dQZF1DX2shzuwwKw0y,1qOAfH6GJZ7IVuOkOsDit9,0.69,0.657,9,-6.377,0.19,0.368,0.0,0.0968,0.947,Corridos Perrones,0
Sencillo Soy,Polo Gonzalez,37i9dQZF1DX2shzuwwKw0y,5XWPoQ2lS8qgaf5aeDwBmh,0.67,0.632,4,-8.823,0.0579,0.274,0.0,0.137,0.707,Corridos Perrones,0
Denver Ruleteamos,Javier Rosas Y Su Artillería Pesada,37i9dQZF1DX2shzuwwKw0y,0uJ9kGk1Pf5Nv2mbojVdkN,0.852,0.609,9,-6.903,0.0588,0.251,0.0,0.0635,0.848,Corridos Perrones,0
De Ladrillo a Ladrillo,Nueva Marca,37i9dQZF1DX2shzuwwKw0y,2V3zb4cQ9uUUlD1817CKLH,0.854,0.729,10,-6.547,0.06,0.461,1.07e-06,0.107,0.918,Corridos Perrones,0
El Cuestionario,LEGADO 7,37i9dQZF1DX2shzuwwKw0y,4jySARaQ60WkXe4JO3EKUA,0.497,0.913,9,-2.625,0.134,0.282,0.0,0.0717,0.778,Corridos Perrones,0
Smells Like Teen Spirit,Nirvana,37i9dQZF1DWXRqgorJj26U,5ghIJDpPoe3CfHMGu71E6T,0.502,0.912,1,-4.556,0.0564,2.55e-05,0.000173,0.106,0.72,Classic Rock,1
Another One Bites The Dust - Remastered 2011,Queen,37i9dQZF1DWXRqgorJj26U,57JVGBtBLCfHw2muk5416J,0.933,0.528,5,-6.472,0.162,0.112,0.329,0.163,0.756,Classic Rock,1
Sweet Child O' Mine,Guns N' Roses,37i9dQZF1DWXRqgorJj26U,7snQQk1zcKl8gZ92AnueZW,0.446,0.952,6,-5.321,0.0523,0.0901,0.0857,0.112,0.624,Classic Rock,1
Back In Black,AC/DC,37i9dQZF1DWXRqgorJj26U,08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9,-5.678,0.047,0.011,0.00965,0.0828,0.763,Classic Rock,1
Creep,Radiohead,37i9dQZF1DWXRqgorJj26U,70LcF31zb1H0PyJoS1Sx1r,0.515,0.43,7,-9.935,0.0372,0.0097,0.000133,0.129,0.104,Classic Rock,1
Whole Lotta Love - 1990 Remaster,Led Zeppelin,37i9dQZF1DWXRqgorJj26U,0hCB0YR03f6AmQaHbwWDe8,0.412,0.902,9,-11.6,0.405,0.0484,0.131,0.405,0.422,Classic Rock,1
Livin' On A Prayer,Bon Jovi,37i9dQZF1DWXRqgorJj26U,37ZJ0p5Jm13JPevGcx4SkF,0.532,0.887,0,-3.757,0.0335,0.0778,0.000214,0.294,0.795,Classic Rock,1
La Grange - 2005 Remaster,ZZ Top,37i9dQZF1DWXRqgorJj26U,70YvYr2hGlS01bKRIho1HM,0.545,0.64,4,-9.937,0.224,0.00249,0.0304,0.196,0.606,Classic Rock,1
Gimme Shelter,The Rolling Stones,37i9dQZF1DWXRqgorJj26U,6H3kDe7CGoWYBabAeVWGiD,0.634,0.63,1,-8.277,0.031,0.447,0.039,0.17,0.489,Classic Rock,1
Hotel California - 2013 Remaster,Eagles,37i9dQZF1DWXRqgorJj26U,40riOy7x9W7GXjyGp4pjAv,0.579,0.508,2,-9.484,0.027,0.00574,0.000494,0.0575,0.609,Classic Rock,1
All Along the Watchtower,Jimi Hendrix,37i9dQZF1DWXRqgorJj26U,2aoo2jlRnM3A0NyLQqMN2f,0.438,0.805,8,-6.237,0.0624,0.00255,5.69e-05,0.0842,0.564,Classic Rock,1
Detroit Rock City,KISS,37i9dQZF1DWXRqgorJj26U,3uz0O62HqYoyRiWZjS61KK,0.479,0.847,0,-11.036,0.0984,0.00884,0.000206,0.144,0.317,Classic Rock,1
Wish You Were Here,Pink Floyd,37i9dQZF1DWXRqgorJj26U,6mFkJmJqdDVQ1REhVfGgd1,0.481,0.262,7,-15.73,0.0414,0.735,0.0114,0.832,0.375,Classic Rock,1
Let's Go Crazy,Prince,37i9dQZF1DWXRqgorJj26U,0QeI79sp1vS8L3JgpEO7mD,0.309,0.93,11,-6.399,0.125,0.0192,0.0022,0.106,0.376,Classic Rock,1
Master of Puppets (Remastered),Metallica,37i9dQZF1DWXRqgorJj26U,54bm2e3tk8cliUz3VSdCPZ,0.539,0.828,4,-9.108,0.035,0.00067,0.421,0.154,0.562,Classic Rock,1
Southern Cross - 2005 Remaster,"Crosby, Stills & Nash",37i9dQZF1DWXRqgorJj26U,5AoZknxgY6F25gAcVahO41,0.668,0.447,2,-11.124,0.0312,0.48,2.89e-06,0.153,0.588,Classic Rock,1
Highway to Hell,AC/DC,37i9dQZF1DWXRqgorJj26U,2zYzyRzz6pRmhPzyfMEC8s,0.574,0.913,6,-4.793,0.133,0.061,0.00158,0.156,0.423,Classic Rock,1
I Love Rock 'N Roll,Joan Jett & the Blackhearts,37i9dQZF1DWXRqgorJj26U,2Cdvbe2G4hZsnhNMKyGrie,0.535,0.716,4,-5.025,0.0431,0.326,0.0,0.659,0.901,Classic Rock,1
Something In The Way,Nirvana,37i9dQZF1DWXRqgorJj26U,1nFtiJxYdhtFfFtfXBv06s,0.427,0.201,8,-13.044,0.0317,0.745,0.263,0.109,0.0668,Classic Rock,1
Dream On,Aerosmith,37i9dQZF1DWXRqgorJj26U,5MxNLUsfh7uzROypsoO5qe,0.307,0.433,1,-10.057,0.029,0.388,9.08e-05,0.332,0.224,Classic Rock,1
The Boys Are Back In Town,Thin Lizzy,37i9dQZF1DWXRqgorJj26U,43DeSV93pJPT4lCZaWZ6b1,0.445,0.706,8,-9.803,0.0461,0.234,0.000252,0.205,0.768,Classic Rock,1
Don't Stop Believin',Journey,37i9dQZF1DWXRqgorJj26U,4bHsxqR3GMrXTxEPLuK5ue,0.5,0.748,4,-9.072,0.0363,0.127,0.0,0.447,0.514,Classic Rock,1
Seven Nation Army,The White Stripes,37i9dQZF1DWXRqgorJj26U,3dPQuX8Gs42Y7b454ybpMR,0.743,0.446,4,-7.807,0.0683,0.0039,0.118,0.337,0.278,Classic Rock,1
Paradise City,Guns N' Roses,37i9dQZF1DWXRqgorJj26U,6eN1f9KNmiWEhpE2RhQqB5,0.268,0.98,11,-5.958,0.103,0.0192,0.00709,0.182,0.395,Classic Rock,1
Heroes - 2017 Remaster,David Bowie,37i9dQZF1DWXRqgorJj26U,7Jh1bpe76CNTCgdgAdBw4Z,0.489,0.758,7,-6.491,0.0297,0.000678,0.49,0.092,0.435,Classic Rock,1
Tom Sawyer,Rush,37i9dQZF1DWXRqgorJj26U,3QZ7uX97s82HFYSmQUAN1D,0.536,0.901,9,-7.211,0.0374,0.00145,0.0186,0.06,0.666,Classic Rock,1
Are You Gonna Go My Way,Lenny Kravitz,37i9dQZF1DWXRqgorJj26U,45Ia1U4KtIjAPPU7Wv1Sea,0.619,0.67,11,-10.322,0.0353,0.00165,0.0109,0.331,0.777,Classic Rock,1
Killing In The Name,Rage Against The Machine,37i9dQZF1DWXRqgorJj26U,59WN2psjkt1tyaxjspN8fp,0.466,0.833,7,-4.215,0.304,0.0266,0.0,0.0327,0.661,Classic Rock,1
Baba O'Riley,The Who,37i9dQZF1DWXRqgorJj26U,3qiyyUfYe7CRYLucrPmulD,0.489,0.724,5,-8.367,0.0352,0.313,0.185,0.287,0.15,Classic Rock,1
Hold the Line,TOTO,37i9dQZF1DWXRqgorJj26U,4aVuWgvD0X63hcOCnZtNFA,0.473,0.898,6,-4.797,0.0561,0.00783,0.0618,0.173,0.808,Classic Rock,1
For What It's Worth,Buffalo Springfield,37i9dQZF1DWXRqgorJj26U,1qRA5BS78u3gME0loMl9AA,0.653,0.519,2,-10.164,0.0497,0.406,0.0209,0.101,0.822,Classic Rock,1
While My Guitar Gently Weeps,Tom Petty,37i9dQZF1DWXRqgorJj26U,7DzktdAh3zTT5Li8vam9tt,0.21,0.85,7,-3.694,0.0587,0.287,0.00607,0.912,0.382,Classic Rock,1
Paranoid - 2012 - Remaster,Black Sabbath,37i9dQZF1DWXRqgorJj26U,1Y373MqadDRtclJNdnUXVc,0.412,0.658,4,-12.051,0.0708,4.52e-05,0.000774,0.176,0.454,Classic Rock,1
Police & Thieves - Remastered,The Clash,37i9dQZF1DWXRqgorJj26U,6IMlcKjsIM3l3yXWykTa3y,0.721,0.488,4,-10.294,0.067,0.0289,0.038,0.18,0.884,Classic Rock,1
Under the Bridge,Red Hot Chili Peppers,37i9dQZF1DWXRqgorJj26U,3d9DChrdc6BOeFsbrZ3Is0,0.559,0.345,4,-13.496,0.0459,0.0576,0.000105,0.141,0.458,Classic Rock,1
Everlong,Foo Fighters,37i9dQZF1DWXRqgorJj26U,5UWwZ5lm5PKu6eKsHAGxOk,0.413,0.881,11,-5.541,0.0367,5.99e-05,0.000308,0.0805,0.364,Classic Rock,1
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,37i9dQZF1DWXRqgorJj26U,2PzU4IB8Dr6mxV3lHuaG34,0.723,0.863,2,-7.89,0.0338,0.0383,0.0317,0.128,0.931,Classic Rock,1
Paradise By the Dashboard Light,Meat Loaf,37i9dQZF1DWXRqgorJj26U,2g7gviEeJr6pyxO7G35EWQ,0.326,0.872,2,-7.602,0.122,0.214,0.0,0.461,0.492,Classic Rock,1
Dreams - 2004 Remaster,Fleetwood Mac,37i9dQZF1DWXRqgorJj26U,0ofHAoxe9vBkTCp2UQIavz,0.828,0.492,0,-9.744,0.0276,0.0644,0.00428,0.128,0.789,Classic Rock,1
We Will Rock You - Remastered 2011,Queen,37i9dQZF1DWXRqgorJj26U,54flyrjcdnQdco7300avMJ,0.693,0.497,2,-7.316,0.119,0.679,0.0,0.258,0.473,Classic Rock,1
Enter Sandman (Remastered),Metallica,37i9dQZF1DWXRqgorJj26U,3VqHuw0wFlIHcIPWkhIbdQ,0.566,0.834,6,-8.412,0.0298,0.00277,0.008,0.0625,0.621,Classic Rock,1
Sweet Home Alabama,Lynyrd Skynyrd,37i9dQZF1DWXRqgorJj26U,7e89621JPkKaeDSTQ3avtg,0.596,0.605,7,-12.145,0.0255,0.181,0.000331,0.0863,0.886,Classic Rock,1
Have You Ever Seen The Rain,Creedence Clearwater Revival,37i9dQZF1DWXRqgorJj26U,2LawezPeJhN4AWuSB0GtAU,0.741,0.697,0,-7.028,0.0277,0.0664,2.28e-05,0.133,0.774,Classic Rock,1
Cult of Personality,Living Colour,37i9dQZF1DWXRqgorJj26U,5e3YOg6fIkP0wD5TyxcHOH,0.504,0.918,0,-3.463,0.0517,0.00164,2.12e-05,0.78,0.539,Classic Rock,1
Welcome To The Jungle,Guns N' Roses,37i9dQZF1DWXRqgorJj26U,0G21yYKMZoHa30cYVi1iA8,0.453,0.987,8,-4.485,0.0889,0.0195,0.283,0.268,0.316,Classic Rock,1
Born To Be Wild - Single Version,Steppenwolf,37i9dQZF1DWXRqgorJj26U,3lN8PP6R2IxbLP05QpYXng,0.439,0.734,2,-12.168,0.097,0.262,0.333,0.244,0.54,Classic Rock,1
Moonage Daydream - 2012 Remaster,David Bowie,37i9dQZF1DWXRqgorJj26U,6mib3N4E8PZHAGQ3xy7bho,0.56,0.605,11,-11.209,0.0348,0.0408,0.000162,0.0585,0.756,Classic Rock,1
Every Breath You Take,The Police,37i9dQZF1DWXRqgorJj26U,1JSTJqkT5qHq8MDJnJbRE1,0.82,0.452,1,-9.796,0.0348,0.543,0.00294,0.0714,0.74,Classic Rock,1
I Wanna Rock,Twisted Sister,37i9dQZF1DWXRqgorJj26U,70Z9t1qhytWtG4cCmmi7mU,0.504,0.911,2,-2.97,0.0738,0.00512,0.0123,0.355,0.671,Classic Rock,1
You Really Got Me,The Kinks,37i9dQZF1DWXRqgorJj26U,29SyMC0plk6qw8NMF7lfRL,0.573,0.939,8,-6.441,0.0808,0.493,0.0,0.0994,0.963,Classic Rock,1
Limelight,Rush,37i9dQZF1DWXRqgorJj26U,0K6yUnIKNsFtfIpTgGtcHm,0.581,0.854,1,-8.485,0.0428,0.00197,0.0013,0.111,0.788,Classic Rock,1
Black Dog - Remaster,Led Zeppelin,37i9dQZF1DWXRqgorJj26U,3qT4bUD1MaWpGrTwcvguhb,0.437,0.864,4,-7.842,0.0904,0.396,0.0314,0.242,0.749,Classic Rock,1
London Calling - Remastered,The Clash,37i9dQZF1DWXRqgorJj26U,5jzma6gCzYtKB1DbEwFZKH,0.651,0.801,0,-7.34,0.0514,0.123,0.0,0.0825,0.776,Classic Rock,1
Come Together - Remastered 2009,The Beatles,37i9dQZF1DWXRqgorJj26U,2EqlS6tkEnglzr7tkKAAYD,0.533,0.376,9,-11.913,0.0393,0.0302,0.248,0.0926,0.187,Classic Rock,1
House Of The Rising Sun,The Animals,37i9dQZF1DWXRqgorJj26U,61Q9oJNd9hJQFhSDh6Qlap,0.315,0.534,9,-7.552,0.031,0.000825,0.108,0.101,0.283,Classic Rock,1
Purple Haze,Jimi Hendrix,37i9dQZF1DWXRqgorJj26U,0wJoRiX5K5BxlqZTolB2LD,0.533,0.905,2,-5.27,0.0754,0.00876,0.578,0.0698,0.486,Classic Rock,1
Sultans of Swing,Dire Straits,37i9dQZF1DWXRqgorJj26U,6cr6UDpkjEaMQ80OjWqEBQ,0.73,0.868,5,-7.325,0.0288,0.0632,0.0661,0.318,0.923,Classic Rock,1
Wonderwall - Remastered,Oasis,37i9dQZF1DWXRqgorJj26U,7ygpwy2qP3NbrxVkHvUhXY,0.375,0.893,2,-4.097,0.0406,0.000509,0.0,0.187,0.434,Classic Rock,1
One Way Or Another - Remastered,Blondie,37i9dQZF1DWXRqgorJj26U,5Th6EdNVhxp0TPX41ZLZk6,0.45,0.877,9,-6.403,0.0532,0.0118,4.95e-05,0.0699,0.896,Classic Rock,1
Song 2 - 2012 Remaster,Blur,37i9dQZF1DWXRqgorJj26U,1FTSo4v6BOZH9QxKc3MbVM,0.674,0.789,8,-6.903,0.0676,0.00178,0.00708,0.0753,0.918,Classic Rock,1
Heart-Shaped Box,Nirvana,37i9dQZF1DWXRqgorJj26U,11LmqTE2naFULdEP94AUBa,0.256,0.641,1,-10.283,0.0552,0.199,0.0329,0.0853,0.382,Classic Rock,1
American Girl,Tom Petty and the Heartbreakers,37i9dQZF1DWXRqgorJj26U,7MRyJPksH3G2cXHN8UKYzP,0.55,0.824,2,-5.988,0.0334,0.448,0.000127,0.366,0.777,Classic Rock,1
Edge of Seventeen - 2016 Remaster,Stevie Nicks,37i9dQZF1DWXRqgorJj26U,5LNiqEqpDc8TuqPy79kDBu,0.591,0.804,0,-7.299,0.0454,0.327,5.98e-06,0.0818,0.658,Classic Rock,1
Jailbreak,Thin Lizzy,37i9dQZF1DWXRqgorJj26U,4qbiCq2xkNPyojuZFeNeqx,0.616,0.761,3,-9.199,0.126,0.196,0.0025,0.374,0.708,Classic Rock,1
Basket Case,Green Day,37i9dQZF1DWXRqgorJj26U,6L89mwZXSOwYl76YXfX13s,0.442,0.943,3,-3.205,0.0602,0.00293,8.71e-06,0.091,0.781,Classic Rock,1
Jump - 2015 Remaster,Van Halen,37i9dQZF1DWXRqgorJj26U,5FqYA8KfiwsQvyBI4IamnY,0.572,0.835,0,-6.219,0.0317,0.171,0.000377,0.0702,0.795,Classic Rock,1
Stairway to Heaven - Remaster,Led Zeppelin,37i9dQZF1DWXRqgorJj26U,0RO9W1xJoUEpq5MEelddFb,0.338,0.34,9,-12.049,0.0339,0.58,0.0032,0.116,0.197,Classic Rock,1
Sheena Is a Punk Rocker - 2017 Remaster,Ramones,37i9dQZF1DWXRqgorJj26U,61MZN0yyMWSEwrLPUUGfgJ,0.42,0.965,0,-1.986,0.0403,0.0981,0.000335,0.0784,0.846,Classic Rock,1
Starman - 2012 Remaster,David Bowie,37i9dQZF1DWXRqgorJj26U,0pQskrTITgmCMyr85tb9qq,0.486,0.449,5,-10.298,0.0267,0.166,2.23e-06,0.54,0.549,Classic Rock,1
Purple Rain,Prince,37i9dQZF1DWXRqgorJj26U,54X78diSLoUDI3joC2bjMz,0.367,0.452,10,-10.422,0.0307,0.0353,0.00228,0.689,0.189,Classic Rock,1
Bohemian Rhapsody - Remastered 2011,Queen,37i9dQZF1DWXRqgorJj26U,7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0,-9.961,0.0536,0.288,0.0,0.243,0.228,Classic Rock,1
